"","SRR1275356","SRR1274090","SRR1275251","SRR1275287","SRR1275364","SRR1275269","SRR1275263","SRR1275242","SRR1275338","SRR1274117","SRR1274089","SRR1275248","SRR1275345","SRR1274125","SRR1275270","SRR1275300","SRR1275294","SRR1274122","SRR1275299","SRR1275277","SRR1275370","SRR1275293","SRR1274128","SRR1275348","SRR1275245","SRR1274084","SRR1275335","SRR1275342","SRR1275363","SRR1275280","SRR1275264","SRR1275369","SRR1274131","SRR1275351","SRR1275256","SRR1275252","SRR1275355","SRR1275258","SRR1275260","SRR1275367","SRR1275284","SRR1275346","SRR1274114","SRR1275241","SRR1275279","SRR1275297","SRR1275273","SRR1274126","SRR1275290","SRR1275274","SRR1274121","SRR1275341","SRR1275336","SRR1274119","SRR1274087","SRR1274113","SRR1275246","SRR1274132","SRR1275267","SRR1275289","SRR1275283","SRR1275360","SRR1275255","SRR1275358","SRR1275352","SRR1274130","SRR1275265","SRR1275368","SRR1275281","SRR1275362","SRR1275257","SRR1275350","SRR1274129","SRR1275292","SRR1275371","SRR1275298","SRR1275276","SRR1274123","SRR1275343","SRR1275334","SRR1274085","SRR1274111","SRR1275349","SRR1275244","SRR1275249","SRR1275344","SRR1274088","SRR1274116","SRR1275243","SRR1275339","SRR1275301","SRR1275295","SRR1275271","SRR1274124","SRR1275250","SRR1275357","SRR1275262","SRR1275365","SRR1275286","SRR1275268","SRR1275361","SRR1275282","SRR1275266","SRR1275288","SRR1274133","SRR1275353","SRR1275254","SRR1275359","SRR1274120","SRR1275275","SRR1275291","SRR1275247","SRR1274086","SRR1274112","SRR1274118","SRR1275337","SRR1275340","SRR1274115","SRR1275347","SRR1274127","SRR1275272","SRR1275278","SRR1275302","SRR1275296","SRR1275354","SRR1275259","SRR1275253","SRR1275285","SRR1275366","SRR1275261"
"MTX3",0,5,2,0,0,745,1,70,0,44,250,1,0,229,29,0,10,26,0,0,0,654,20,231,0,0,0,16065,0,0,0,0,94,0,0,0,0,0,0,0,9,4,0,1623,0,107,1,2,68,0,922,0,0,0,2,0,0,1,13,1946,388,0,0,1,0,0,97,0,142,7,0,36,1,0,0,2,0,535,456,0,183,841,4,0,1902,2,0,0,1,0,0,539,0,13,72,0,0,0,0,2,0,1,10,0,0,0,0,0,0,0,6,19,4,19,2,0,0,173,0,1390,0,0,0,8,0,0,0,1,0,0
"MUL1",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5290,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,188,0,0,0,0,2,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,63,0,0,0
"MUM1",13,0,0,1,0,0,0,0,0,71,0,0,0,96,0,0,0,0,1,3,0,5,2,0,3,0,0,0,4,0,0,1,1,0,9,0,14,0,1,0,0,0,0,0,45,0,6,0,0,0,79,0,22,70,8,0,0,0,219,0,1,370,231,766,917,0,9,0,31,73,7,1,3,0,0,0,0,329,0,21,1,5,0,0,0,1,0,0,0,0,0,23,0,10,0,2,0,0,0,13,12,1,2,0,0,38,0,25,2,1,3,0,0,0,2,1,3,0,0,192,0,0,0,0,524,20,0,0,0,0
"MURC",0,0,0,0,245,0,389,0,0,0,0,0,0,0,0,0,0,1,0,3,0,110,3,0,1366,0,0,0,0,0,12,0,0,0,0,0,0,0,109,0,2,0,0,0,14,0,0,0,0,0,144,0,0,0,0,2,66,0,1,0,43,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0,1758,0,0,0,0
"MUS81",0,0,0,0,0,8,0,0,231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14,0,1,0,0,1,0,0,0,0,0,0,32,572,0,0,3,1,0,60,4,0,0,0,14,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,1,0,42,0,0,0,0,0,99,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
"MUT",0,10,1,234,0,0,1,0,0,273,620,0,0,42,0,0,0,0,0,0,556,0,0,4756,0,0,0,2300,0,0,0,0,0,0,0,0,40,11,0,0,0,1,0,0,1,0,0,1,0,0,17,0,235,0,0,11,0,0,0,0,0,0,0,47,0,0,0,0,0,1,311,0,0,1,14,0,0,14,76,0,1,0,270,0,0,0,0,2,0,0,2,0,1018,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,4,11,0,32,0,0,27,0,0,0,1079,0,0,407,0,0
"MUTYH",0,0,0,1,0,0,0,204,0,195,0,7,0,22,0,0,0,0,0,219,1,0,0,0,0,0,1,0,32,0,0,0,6,0,0,0,0,0,0,0,0,0,1,3031,0,0,0,1,0,0,0,0,0,0,0,127,0,0,0,0,1,0,0,0,0,0,0,0,0,872,0,0,0,0,0,0,0,2,0,15,38,15,0,0,1,0,1,6,1,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,1,0,0,255,0,0,3,3,0,0,0,0,0,0,0,0
"MVB12A",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,181,0,0,23,1,1,0,0,0,313,0,33,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0
"MVB12B",2,0,0,82,0,34,2930,203,0,0,1,12,3,0,1,0,0,0,0,0,248,0,0,0,5384,14,0,0,0,0,153,0,0,0,0,0,0,0,0,0,3,139,0,3338,0,0,34,0,0,0,0,0,0,1,0,0,283,0,3,0,43,0,0,867,0,0,114,0,144,0,0,0,0,1,15,0,0,2,0,0,12,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,2,684,0,0,27,0,4,92,275,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1
"MVD",0,0,0,0,0,3,0,0,0,8,1,0,0,0,0,0,2,0,0,427,0,10,0,0,0,0,0,27,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,2,0,0,222,11,0,0,1502,0,22,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,26,0,0,0,0,0,0,0,0,0,3,163,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,13,0,4,0,0,1,2,0,0
"MVK",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0
"MXD1",2,0,0,0,0,0,0,585,0,5,0,0,52,0,0,0,0,0,0,704,0,0,0,0,0,1,0,0,0,0,0,0,347,3,374,0,0,0,0,0,0,0,0,12201,0,159,177,0,0,3,1,0,0,0,0,0,0,3,0,0,0,38,9283,1,0,0,0,0,0,0,0,167,4,0,0,3,0,0,0,0,6,0,0,0,0,1536,0,0,1,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,87,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20,0,1,0,0,0,0,0,1
"MXD3",0,0,0,0,0,0,0,0,0,55,0,0,27,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,71,0,0,2,0,0,0,0,704,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,341,0,0,0,2,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
"MXD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,0,1,0,1156,0,1,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,510,1,215,0,0,6,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,96,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0
"MXI1",0,5,2,3,0,493,0,9,0,167,642,0,0,0,16,3,28,10,101,0,0,1723,6,0,40,6,17,0,0,46,0,1,253,0,0,0,0,0,0,0,0,0,0,136,1826,0,0,0,0,0,407,0,50,52,0,0,2,6,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,268,0,287,1326,0,0,0,0,3,0,0,1,0,144,331,81,6,0,0,0,0,0,0,0,0,0,0,196,0,129,0,1,0,24,0,32,0,2,9,1,0,0,492,1,0,13,8,0,0,3480,0,0,1
"MYADM",0,9,0,0,0,0,49,0,0,5,265,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,1,55,4,1,0,0,0,0,0,0,0,0,0,0,0,65,446,0,0,13,3,0,0,4,1,3,0,0,0,0,0,1,0,1385,57,0,1,0,63,142,0,15,1,0,0,3,0,1,0,0,6,0,0,1,0,3,0,0,7,0,1,0,1,0,0,0,186,0,0,0,0,3,0,0,1,0,0,36,0,0,0,0,0,0,0,0,0,16,0,118,0,0,0,0,0,2,0,1,0,3464
"MYBBP1A",0,0,1,0,0,300,264,0,6578,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,2,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0
"MYBL1",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,85,0,0,0,0,0,0,0,0,865,0,0,7,0,0,0,2,8,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,217,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYBL2",0,10,0,1,0,0,0,0,0,0,524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,14,1,0,0,0,0,0,1,0,0,118,0,1,0,0,0,0,126,1,0,0,283,6,0,0,0,1,0,1,201,0,0,0,0,0,0,0,99,43,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,2,0,0,2,0,0,0,3,2,0,0,1,97,0,0,0,0,0,0,0,0,0,0,0,0
"MYC",0,0,0,1,0,0,688,0,0,1,0,0,0,0,0,0,0,0,62,7,3,0,0,25,0,0,0,0,2,0,28,0,0,0,0,0,1,0,0,2,0,3,0,13,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,1,3,0,0,1,0,169,0,5,16,0,0,0,0,9,0,0,0,1,0,0,0,28,0,12,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0,0,0,106,0
"MYCBP2",1089,3,1,0,167,5,122,0,0,13,256,0,10,628,0,2,37,0,156,132,2015,1458,2,9,1,2,30,0,0,52,4,36,2,122,0,0,0,0,2,0,20,1,1,0,2006,291,3699,15,0,97,3,0,38,35,8,0,0,0,1139,5,1062,0,4,2,307,8,29,0,772,39,1,3800,508,6,61,8,2,3,0,760,8,114,0,7,242,134,0,0,100,0,3908,2454,1859,0,8,47,149,4,59,48,0,20,7,0,40,3,132,0,2,86,337,2,0,0,0,1,0,75,0,64,29,7,237,53,1,35,2843,1809,0,2788
"MYCL",0,0,0,54,0,0,0,0,0,22,0,0,0,0,0,0,1,6,0,0,0,68,2,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,2,54,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,19,0,0,0,470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,8,1,0,0,14,0,86,0,0,0,0,0,0,0,0,0,0
"MYCN",0,0,4227,0,0,1,0,0,0,181,0,0,0,37,0,46,0,0,1157,357,0,101,0,0,320,0,0,0,0,0,0,0,1152,0,0,204,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,1,2,434,0,16,15,37,0,0,0,0,0,0,0,4,0,200,0,1,0,0,0,0,0,17,0,0,0,1,30,0,2,0,0,12,0,20,0,5,38,0,0,0,0,0,0,6,1,0,8,1,0,10,0,0,0,0,922,0,0,0,0,6,0,0,11,0,0,0,13,0,0,0,0,0,292,0,0
"MYD88",0,0,13054,0,0,1,0,0,0,1,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,23,1,32,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYDGF",1,0,0,0,0,1,0,0,0,1,2,15,0,27,0,0,0,0,5,0,0,0,0,6,0,2,0,0,0,0,0,0,64,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0,0,2,0,0,1,0,0,18,17,0,0,0,5,0,0,52,8,4,0,0,0,0,0,0,33,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,283,1,0,0,0,0,217,408,1,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,14
"MYEF2",2,2,73,17,7,6,19,0,0,71,41,0,0,615,0,11,0,14,525,81,1459,0,1,10,0,6,0,3,1,5,0,0,29,3,7,4,6,0,1,0,0,4,6,0,197,13,29,8,33,1,736,0,0,472,245,238,0,0,0,1243,0,0,222,0,1288,3,98,0,83,29,2,195,97,16,44,0,8,185,0,0,1521,105,2,52,0,5,2,1,1157,0,0,328,19,3,0,0,7,0,1,0,0,1,15,0,319,27,0,0,15,370,836,1,18,6,5,0,0,39,0,169,0,2,0,6,202,2,14,17,0,152
"MYEOV2",0,1,0,32,4,413,0,98,68,103,119,0,3,390,14,0,12,0,0,20,87,321,2,22,221,8,1,0,9,5,0,14,109,0,0,0,0,7,0,0,3,37,0,1812,170,55,393,9,0,12,21,0,9,442,78,48,4,2,498,1,344,0,0,37,485,0,26,468,206,294,103,8,206,3,5,2,0,263,0,65,430,19,0,0,15,62,0,8,0,2,295,0,27,3,0,0,1,0,3,29,0,2,6,2,331,13,0,1,9,30,80,3,6,0,1,0,0,212,0,84,1,0,15,0,0,0,0,167,0,19
"MYH10",585,0,103,33,357,5244,2,1,0,1218,26,2,8,1500,241,0,12,3,4,627,0,430,21,0,3467,31,0,1,9,84,0,33,69,0,104,4,195,0,0,132,15,0,0,9,3968,0,3185,23,28,82,24,1,27,146,2514,17,172,0,1,1045,620,234,2376,8,578,11,43,0,464,386,1,21,561,6,0,0,5,3699,0,0,752,29,0,0,1,299,49,24,0,0,1736,943,480,68,0,26,596,12,26,0,6,8,6,1,2042,16,169,0,3,135,286,10,15,3,22,1,20,1118,0,1568,15,14,111,27,5282,0,3303,805,4122,12731
"MYH9",0,1,0,0,1,73,0,0,0,1,79,14,0,18,3,4,0,0,144,26,0,1,0,0,157,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,1,0,4,7,14,0,2,1,0,0,0,0,0,3,1,298,12,0,0,3,3,0,0,1092,0,0,5,0,66,0,0,0,14,9,0,0,0,6,0,6,17,2,0,0,1,1,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,16,0,0,25,0,4,220,280,0,0,0,0,0,272,0,6,0,3,0,0,0,0,0,2,0,0
"MYL12A",2,7,0,149,0,1720,4820,1,0,27,773,65,0,728,74,1,0,2,0,1,0,2,6,0,0,0,0,0,6,0,235,1,770,0,0,0,0,0,0,0,0,0,13,6,1,628,0,7,0,0,523,0,1,1206,489,703,0,6,1,0,0,0,0,66,25,0,0,0,17,213,1,0,2,4,0,21,1,1034,0,0,81,190,0,0,0,0,6,2,0,0,0,1,3,12,0,0,0,0,0,0,0,0,0,2,106,4,0,0,11,30,100,1573,5,2,1,0,0,97,0,553,0,0,0,0,0,0,0,89,1,0
"MYL12B",66,6,1588,470,274,4553,1890,0,2207,181,575,138,15,416,168,32,18,8,1136,285,48,849,0,23,1916,8,0,822,5,10,81,0,779,81,174,70,0,200,0,0,9,31,0,2,320,44,2122,11,61,55,831,0,2,591,1103,38,87,10,907,1892,476,2996,4199,1,1839,2,29,0,1173,196,4502,2877,148,6,2,2,16,12,26,0,745,249,1,0,1,355,12,3,8,102,1262,987,494,0,0,2,23,11,1,32,74,26,1,13,536,63,0,0,10,601,397,3294,8,0,3,0,0,436,0,2,12,4,44,21,0,1,2,32,0,457
"MYL6",1839,20,209,718,5,7407,5536,311,5091,1480,1305,56,32,1599,315,59,61,8,1823,833,1584,2771,23,2898,3605,35,41,4146,0,57,284,21,304,0,173,9,83,270,157,39,26,308,23,5935,2634,1462,1726,31,17,64,509,42,2,1757,3254,1905,174,4,1313,611,1514,5586,4447,1174,2430,23,69,0,1134,2,5742,2,1659,10,48,56,25,1973,131,815,2519,2481,151,178,416,1165,44,38,3275,225,2275,1778,418,31,18,78,342,0,25,73,141,22,13,21,1785,70,0,25,31,1057,691,1490,44,49,19,0,1131,2598,9,2247,14,27,100,46,2995,2118,0,1001,1465,6320
"MYL6B",1,0,0,77,0,226,716,0,33,298,10,4,0,75,8,7,5,0,257,249,0,150,0,0,0,0,0,0,0,0,43,0,7,0,22,0,0,5,119,0,6,105,11,0,30,149,893,2,0,29,31,0,0,0,64,495,0,0,1,0,213,0,480,91,14,1,0,0,277,0,100,0,34,3,0,8,6,2,0,0,573,63,0,6,195,0,0,0,75,1,71,0,0,0,14,0,213,0,7,0,0,4,0,1,13,0,1,2,0,147,158,50,10,0,8,0,0,35,6,82,0,8,2,0,0,1440,56,138,0,3753
"MYLK",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76,0,53,0,0,0,30,0,0,0,0,0,28,0,0,0,0,0,0,2064,0,0,0,0,10,0,0,0,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,2,0,0,0,34,0,2,0,0,0,0,0,0,0,0,0,0
"MYNN",0,0,0,239,0,623,1138,1,0,273,0,3,25,14,21,0,90,12,0,0,0,3260,0,0,0,0,0,0,0,2,58,0,185,0,0,0,0,0,199,0,8,0,0,46,39,0,0,2,0,0,464,0,1,39,1,0,0,1,0,0,594,60,0,0,0,7,0,0,829,1,0,0,309,11,0,0,7,1,0,0,1025,1549,0,46,0,785,0,3,901,0,0,343,660,0,0,0,0,0,0,0,1,23,0,7,5,0,0,0,0,442,253,143,21,34,5,0,1,200,0,2,14,0,0,3,0,3582,0,43,0,0
"MYO10",2,16,57,1944,0,0,71,14,1503,730,1159,58,1,1012,0,0,0,1,1,0,0,5,8,616,4196,4,1,484,0,0,1,20,28,9,0,3,0,0,6,3,7,53,3,206,1,45,101,20,0,2,67,0,1,238,27,28,168,1,1144,0,275,2622,0,2621,540,3,0,475,0,0,3,218,185,61,0,4,0,2,17,20,6,358,42,154,0,51,1,17,2691,75,0,2,1,0,0,0,0,0,0,75,55,0,0,50,402,14,0,74,8,0,2200,1635,0,9,18,0,1,663,3,579,0,0,0,0,76,139,0,1,131,2
"MYO16",0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"MYO18A",0,0,0,0,0,0,199,0,20,0,0,1,0,0,0,2,0,0,51,66,0,0,0,0,0,0,0,0,0,3,16,0,0,0,3,0,3,0,63,0,0,0,0,0,170,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,118,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,79,0,0,0,0,1,0,76,0,0,5,0,0,0,0,1,0,3,0,0,0,0,0,0,0,129,0,38,0,0,0,0,0,0,0,0,0,2,0,6,134,731,0,0,0,0
"MYO1B",0,4,0,0,644,0,953,0,0,0,320,17,0,855,0,0,0,0,0,0,0,0,1,0,1,7,3,0,0,0,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,78,0,0,1,483,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,53,0,109,2,73,0,0,0,0,9,39,0,0,0,0,0,4,0,0,344,31,0,0,0,0,0,0,241,0,4,0,0,102,0,689,0,3,0,0,43,2054,0,32,0,0,0,0,0,0,37,0,0,8395
"MYO1C",0,3,0,27,0,0,0,0,0,0,221,0,14,4,0,0,0,1,0,0,0,0,0,157,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,631,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,543,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,1,219,0,0,11,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,204
"MYO1E",0,0,0,0,0,0,0,0,0,205,0,1,0,24,0,0,0,0,0,0,0,0,0,9,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,1920,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3409,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,12,0,0,1,0,0,0,57,0,5,0,0,0,0,0,0,0,0,0
"MYO3A",0,0,0,0,0,0,0,0,0,53,0,0,0,45,0,0,0,0,0,50,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,4,0,625,0,0,0,20,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"MYO5A",0,1,0,9,76,2,0,0,0,0,0,0,0,37,0,68,0,0,2514,135,47,0,1,686,865,0,13,1,0,16,0,23,1012,0,0,0,1,1,0,10,1,335,0,3,637,709,876,0,55,22,15,300,0,262,0,0,32,12,0,2264,82,1,48,2,292,2,0,0,1344,0,8,0,173,8,0,23,13,0,0,375,6,0,44,55,0,1,0,0,944,0,36,472,159,0,0,0,0,2,30,0,0,29,0,0,1,13,1,0,3,565,113,0,1,0,0,0,8623,0,9,27,0,2,4,15,4,0,27,1158,337,1
"MYO5C",0,0,0,53,0,0,0,0,0,275,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"MYO6",3,26,0,2,0,0,2,629,1,207,1797,54,79,59,0,4,16,0,74,1,0,592,0,1956,0,0,46,3621,5,16,0,7,288,1,0,0,0,0,5,28,1,142,0,13865,616,0,19,0,0,2,35,117,1,30,977,59,0,5,1560,1,10,111,0,0,3840,3,1,165,2,82,2,12,146,0,0,0,0,235,106,963,17,1387,81,0,0,2129,24,0,12,0,2,11,95,8,0,0,0,0,0,63,3,0,0,1,49,104,0,0,1,25,10,1112,1,28,3,0,2920,18,5,5,2,0,0,0,0,48,0,0,857,0
"MYO9A",7213,0,0,0,0,0,5,0,0,4,1,14,0,750,0,1,37,0,1,290,635,1844,0,1,0,0,46,4760,0,1,0,0,20,0,0,0,0,0,10,0,0,0,0,0,26,6,2400,11,0,60,1,145,0,1897,630,0,0,2,1,0,32,0,0,0,1019,0,275,0,50,0,0,0,2,0,12,0,0,1,161,864,0,0,0,12,0,0,16,0,185,0,14,1010,155,0,0,307,0,0,0,0,0,1,52,0,46,28,0,0,37,0,0,425,1,0,0,0,3358,35,0,2,4,6,0,27,0,115,0,1,0,0
"MYO9B",0,4,0,0,26,0,39,0,0,0,297,15,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,2,4,18,0,6,0,0,0,2,0,0,0,449,0,0,59,73,0,1,1,0,7,0,0,0,0,0,0,0,0,66,1,0,1,1,132,0,0,0,24,0,7,248,0,3,0,3,3,263,0,20,0,0,0,94,0,0,0,1,1532,0,116,0,16,9,1,0,1,0,2,0,0,0,0,0,10,2,0,1,0,100,171,311,0,0,0,0,0,25,19,0,0,0,3,0,0,0,0,54,34,5
"MYSM1",0,4,1,0,1224,3962,2,0,20394,76,173,0,0,64,189,0,4,14,0,0,190,97,0,151,0,6,7,0,5,2,0,0,0,0,0,0,0,0,165,0,0,0,0,3,41,1043,0,3,1,0,392,0,2,0,1,83,0,0,4,36,0,0,0,596,5,0,177,0,546,344,1,0,0,10,5,25,0,1,0,108,50,1,9,33,748,2,0,0,694,787,0,60,119,0,37,0,0,37,0,0,0,8,29,0,313,0,0,15,0,3,611,0,2,0,3,1,1,66,0,1,2,0,0,2,0,2541,0,38,18,0
